example_id,label,id,article_id,statement
q-491,giới tính của người đó bị khuyết tật bẩm sinh hoặc chưa định hình chính xác mà cần có sự can thiệp của y học nhằm xác định rõ giới tính.,91/2015/QH13,36,"Theo Điều 36, Bộ luật dân sự 2015, việc xác định lại giới tính của một người được thực hiện trong trường hợp nào?"
q-492,đăng ký thay đổi hộ tịch theo quy định của pháp luật về hộ tịch; có quyền nhân thân phù hợp với giới tính đã được xác định lại theo quy định của Bộ luật này và luật khác có liên quan.,91/2015/QH13,36,"Theo Điều 36, Bộ luật dân sự 2015, cá nhân đã thực hiện việc xác định lại giới tính có các quyền và nghĩa vụ như thế nào?"
q-493,"Việc đại diện cho Nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam, cơ quan nhà nước ở trung ương, ở địa phương tham gia quan hệ dân sự được thực hiện theo quy định của pháp luật về chức năng, nhiệm vụ, quyền hạn và tổ chức bộ máy của cơ quan nhà nước. Việc đại diện thông qua cá nhân, pháp nhân khác chỉ được thực hiện trong các trường hợp và theo trình tự, thủ tục do pháp luật quy định.",91/2015/QH13,98,Bộ luật dân sự 2015 quy định thế nào về Đại diện tham gia quan hệ dân sự?
q-494,"Việc xác định tài sản chung của các thành viên của tổ chức khác không có tư cách pháp nhân, quyền, nghĩa vụ đối với tài sản này được xác định theo thỏa thuận của các thành viên, trừ trường hợp pháp luật có quy định khác.",91/2015/QH13,102,"Theo Điều 102 , Bộ luật dân sự 2015, tài sản chung của các thành viên của tổ chức khác không có tư cách pháp nhân, quyền, nghĩa vụ đối với tài sản này được xác định như thế nào?"
q-495,"Tài sản hình thành trong tương lai bao gồm:

a) Tài sản chưa hình thành;

b) Tài sản đã hình thành nhưng chủ thể xác lập quyền sở hữu tài sản sau thời điểm xác lập giao dịch.",91/2015/QH13,108,Theo Bộ luật Dân sự năm 2015 tài sản hình thành trong tương lai bao gồm những loại tài sản nào?
q-496,"Tài sản hiện có là tài sản đã hình thành và chủ thể đã xác lập quyền sở hữu, quyền khác đối với tài sản trước hoặc tại thời điểm xác lập giao dịch.",91/2015/QH13,108,Bộ luật Dân sự năm 2015 quy định như thế nào về tài sản hiện có?
q-497,"Quyền sở hữu, quyền khác đối với tài sản là động sản không phải đăng ký, trừ trường hợp pháp luật về đăng ký tài sản có quy định khác.",91/2015/QH13,106,"Theo Bộ luật Dân sự 2015, Quyền sở hữu, quyền khác đối với tài sản là động sản có được đăng ký tại cơ quan nhà nước có thẩm quyền không?"
q-498,"Khi người bị tuyên bố mất tích trở về hoặc có tin tức xác thực là người đó còn sống thì theo yêu cầu của người đó hoặc của người có quyền, lợi ích liên quan, Tòa án ra quyết định hủy bỏ quyết định tuyên bố mất tích đối với người đó.",91/2015/QH13,70,Bộ luật Dân sự năm 2015 quy định như thế nào về huỷ bỏ quyết định tuyên bố mất tích?
q-499,"Khi một người bị tuyên bố là đã chết trở về hoặc có tin tức xác thực là người đó còn sống thì theo yêu cầu của người đó hoặc của người có quyền, lợi ích liên quan, Tòa án ra quyết định hủy bỏ quyết định tuyên bố người đó là đã chết",91/2015/QH13,73,Bộ luật Dân sự năm 2015 quy định như thế nào về việc huỷ bỏ quyết định tuyên bố chết?
q-500,"Một tổ chức được công nhận là pháp nhân khi có đủ các điều kiện sau đây:

a) Được thành lập theo quy định của Bộ luật này, luật khác có liên quan;

b) Có cơ cấu tổ chức theo quy định tại Điều 83 của Bộ luật này;

c) Có tài sản độc lập với cá nhân, pháp nhân khác và tự chịu trách nhiệm bằng tài sản của mình;

d) Nhân danh mình tham gia quan hệ pháp luật một cách độc lập.",91/2015/QH13,74,"Theo Bộ luật Dân sự năm 2015, một tổ chức được công nhận là pháp nhân trong trường hợp nào sau đây?"
q-501,"Quyền sở hữu, quyền khác đối với tài sản là bất động sản được đăng ký theo quy định của Bộ luật này và pháp luật về đăng ký tài sản.",91/2015/QH13,106,"Theo Bộ luật Dân sự 2015, Quyền sở hữu, quyền khác đối với tài sản là bất động sản có được đăng ký tại cơ quan nhà nước có thẩm quyền không?"
q-502,"Bất động sản bao gồm:

a) Đất đai;

b) Nhà, công trình xây dựng gắn liền với đất đai;

c) Tài sản khác gắn liền với đất đai, nhà, công trình xây dựng;

d) Tài sản khác theo quy định của pháp luật.",91/2015/QH13,107,"Theo Bộ luật Dân sự năm 2015, Bất động sản bao gồm những loại nào?"
q-503,Lợi tức là khoản lợi thu được từ việc khai thác tài sản.,91/2015/QH13,109,"Theo Bộ luật Dân sự 2015, lợi tức được hiểu như thế nào?"
q-504,Nơi cư trú của cá nhân là nơi người đó thường xuyên sinh sống.,91/2015/QH13,40,Bộ luật Dân sự 2015 quy định thế nào về nơi lưu trú cá nhân?
q-505,"1. Khi một người biệt tích 02 năm liền trở lên, mặc dù đã áp dụng đầy đủ các biện pháp thông báo, tìm kiếm theo quy định của pháp luật về tố tụng dân sự nhưng vẫn không có tin tức xác thực về việc người đó còn sống hay đã chết thì theo yêu cầu của người có quyền, lợi ích liên quan, Tòa án có thể tuyên bố người đó mất tích.

Thời hạn 02 năm được tính từ ngày biết được tin tức cuối cùng về người đó; nếu không xác định được ngày có tin tức cuối cùng thì thời hạn này được tính từ ngày đầu tiên của tháng tiếp theo tháng có tin tức cuối cùng; nếu không xác định được ngày, tháng có tin tức cuối cùng thì thời hạn này được tính từ ngày đầu tiên của năm tiếp theo năm có tin tức cuối cùng.",91/2015/QH13,68,Bộ luật Dân sự 2015 quy định thế nào về tuyên bố mất tích?
q-506,Pháp nhân thương mại là pháp nhân có mục tiêu chính là tìm kiếm lợi nhuận và lợi nhuận được chia cho các thành viên.,91/2015/QH13,75,Bộ luật Dân sự 2015 quy định pháp nhân thương mại là gì?
q-507,1. Pháp nhân phi thương mại là pháp nhân không có mục tiêu chính là tìm kiếm lợi nhuận; nếu có lợi nhuận thì cũng không được phân chia cho các thành viên.,91/2015/QH13,76,Bộ luật Dân sự 2015 quy định pháp nhân phi thương mại là gì?
q-508,"1. Pháp nhân phải có tên gọi bằng tiếng Việt.

2. Tên gọi của pháp nhân phải thể hiện rõ loại hình tổ chức của pháp nhân và phân biệt với các pháp nhân khác trong cùng một lĩnh vực hoạt động.

3. Pháp nhân phải sử dụng tên gọi của mình trong giao dịch dân sự.

4. Tên gọi của pháp nhân được pháp luật công nhận và bảo vệ.",91/2015/QH13,78,Bộ luật Dân sự 2015 quy định thế nào về tên gọi của pháp nhân?
q-509,"Tài sản của pháp nhân bao gồm vốn góp của chủ sở hữu, sáng lập viên, thành viên của pháp nhân và tài sản khác mà pháp nhân được xác lập quyền sở hữu theo quy định của Bộ luật này, luật khác có liên quan.",91/2015/QH13,81,Bộ luật Dân sự 2015 quy định thế nào về tài sản của pháp nhân?
q-510,"Chi nhánh, văn phòng đại diện là đơn vị phụ thuộc của pháp nhân, không phải là pháp nhân.",91/2015/QH13,84,"Bộ luật Dân sự 2015 quy định thế nào về chi nhánh, văn phòng đại diện của pháp nhân?"
q-511,"Năng lực pháp luật dân sự của pháp nhân là khả năng của pháp nhân có các quyền, nghĩa vụ dân sự. Năng lực pháp luật dân sự của pháp nhân không bị hạn chế, trừ trường hợp Bộ luật này, luật khác có liên quan quy định khác.",91/2015/QH13,86,Theo Bộ luật dân sự 2015 năng lực pháp luật dân sự của pháp nhân có bị hạn chế không?
q-512,"Pháp nhân giải thể trong trường hợp sau đây:

a) Theo quy định của điều lệ;

b) Theo quyết định của cơ quan nhà nước có thẩm quyền;

c) Hết thời hạn hoạt động được ghi trong điều lệ hoặc trong quyết định của cơ quan nhà nước có thẩm quyền;

d) Trường hợp khác theo quy định của pháp luật.",91/2015/QH13,93,"Theo Bộ luật dân sự 2015, pháp nhân giải thể trong trường hợp nào?"
q-513,"1. Pháp nhân chấm dứt tồn tại trong trường hợp sau đây:

a) Hợp nhất, sáp nhập, chia, chuyển đổi hình thức, giải thể pháp nhân theo quy định tại các điều 88, 89, 90, 92 và 93 của Bộ luật này;

b) Bị tuyên bố phá sản theo quy định của pháp luật về phá sản.",91/2015/QH13,96,"Theo Bộ luật dân sự 2015, pháp nhân chấm dứt tồn tại trong trường hợp nào?"
q-514,"1. Nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam, cơ quan nhà nước ở Trung ương, ở địa phương chịu trách nhiệm về nghĩa vụ dân sự do mình xác lập với nhà nước, pháp nhân, cá nhân nước ngoài trong trường hợp sau đây:

a) Điều ước quốc tế mà Cộng hòa xã hội chủ nghĩa Việt Nam là thành viên có quy định về việc từ bỏ quyền miễn trừ;

b) Các bên trong quan hệ dân sự có thỏa thuận từ bỏ quyền miễn trừ;

c) Nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam, cơ quan nhà nước ở Trung ương, ở địa phương từ bỏ quyền miễn trừ.",91/2015/QH13,100,"Theo Bộ luật Dân sự 2015, Nhà nước Cộng hòa xã hội chủ nghĩa
Việt Nam, cơ quan nhà nước ở trung ương, ở địa phương chịu trách nhiệm về
nghĩa vụ dân sự do mình xác lập với nhà nước, pháp nhân, cá nhân nước
ngoài trong trường hợp nào sau đây?"
q-515,"1. Tài sản là vật, tiền, giấy tờ có giá và quyền tài sản.

2. Tài sản bao gồm bất động sản và động sản. Bất động sản và động sản có thể là tài sản hiện có và tài sản hình thành trong tương lai.",91/2015/QH13,105,"Theo Bộ luật Dân sự 2015 “tài sản” được hiểu như thế nào và
bao gồm những gì?"
q-516,"Quyền sở hữu, quyền khác đối với tài sản là bất động sản được đăng ký theo quy định của Bộ luật này và pháp luật về đăng ký tài sản.",91/2015/QH13,106,"Theo Bộ luật Dân sự 2015, Quyền sở hữu, quyền khác đối với tài
sản là bất động sản có được đăng ký tại cơ quan nhà nước có thẩm quyền
không?"
q-517,Hoa lợi là sản vật tự nhiên mà tài sản mang lại.,91/2015/QH13,109,"Theo Bộ luật Dân sự 2015, hoa lợi được hiểu như thế nào?"
q-518,"Vật chính là vật độc lập, có thể khai thác công dụng theo tính năng.",91/2015/QH13,110,"Theo Bộ luật Dân sự 2015, vật chính được hiểu như thế nào?"
q-519,"Vật phụ là vật trực tiếp phục vụ cho việc khai thác công dụng của vật chính, là một bộ phận của vật chính, nhưng có thể tách rời vật chính.",91/2015/QH13,110,"Theo Bộ luật Dân sự 2015, vật phụ được hiểu như thế nào?"
q-520,Vật chia được là vật khi bị phân chia vẫn giữ nguyên tính chất và tính năng sử dụng ban đầu.,91/2015/QH13,111,"Theo Bộ luật Dân sự 2015, vật chia được được hiểu như thế nào?"
